"chamber","campaign","leaf","light","pair_id","Photo","Cond","Ci","Trmmol","VpdL","id","leaflight","Month","temp","drydown"
"ch03","5","shade","low","a",9.55884585,0.110198939,246.5693581,1.297042006,1.215738659,"5- 3-shade-low","shade-low","Mar","ambient","drought"
"ch03","5","shade","low","a",9.578955459,0.110595346,246.7023668,1.301688224,1.215884577,"5- 3-shade-low","shade-low","Mar","ambient","drought"
"ch03","5","shade","low","a",9.610090553,0.111032809,246.7103252,1.306120857,1.215400315,"5- 3-shade-low","shade-low","Mar","ambient","drought"
"ch03","5","shade","low","a",9.595705176,0.111239699,247.1936423,1.308313639,1.215282236,"5- 3-shade-low","shade-low","Mar","ambient","drought"
"ch03","5","shade","low","a",9.573809741,0.111262781,247.5170559,1.310876193,1.217398457,"5- 3-shade-low","shade-low","Mar","ambient","drought"
"ch03","5","shade","low","a",9.617724175,0.111811592,247.5095218,1.315681183,1.216094505,"5- 3-shade-low","shade-low","Mar","ambient","drought"
"ch03","5","shade","low","a",9.611484486,0.111970389,247.8095718,1.318297878,1.21685611,"5- 3-shade-low","shade-low","Mar","ambient","drought"
"ch03","5","shade","low","a",9.657137214,0.112378618,247.5484979,1.323919684,1.217771359,"5- 3-shade-low","shade-low","Mar","ambient","drought"
"ch03","5","shade","low","a",9.611290545,0.112366124,248.2304367,1.324200957,1.218156364,"5- 3-shade-low","shade-low","Mar","ambient","drought"
"ch03","6","sun","high","g",19.28329906,0.234808666,234.2205532,2.056889021,0.943030836,"6- 3-sun-high","sun-high","Apr","ambient","drought"
"ch03","6","sun","high","g",19.32077866,0.23418307,233.5891078,2.05214548,0.943186962,"6- 3-sun-high","sun-high","Apr","ambient","drought"
"ch03","6","sun","high","g",19.30773909,0.233182572,233.1500159,2.046631499,0.944379479,"6- 3-sun-high","sun-high","Apr","ambient","drought"
"ch03","4","shade","low","m",11.25278983,0.141710394,259.4732503,1.24334191,0.909775445,"4- 3-shade-low","shade-low","Feb","ambient","control"
"ch03","4","shade","low","m",11.27890114,0.141704417,259.1535046,1.244046082,0.910333892,"4- 3-shade-low","shade-low","Feb","ambient","control"
"ch03","4","shade","low","m",11.29462707,0.142120544,259.3299684,1.247340942,0.910202212,"4- 3-shade-low","shade-low","Feb","ambient","control"
"ch03","4","shade","low","m",11.29351617,0.142123256,259.3382043,1.248360908,0.91094076,"4- 3-shade-low","shade-low","Feb","ambient","control"
"ch03","5","sun","high","a",23.07621533,0.411806938,264.4922853,3.924638138,1.083939859,"5- 3-sun-high","sun-high","Mar","ambient","drought"
"ch03","5","sun","high","a",22.98568024,0.408663461,264.3247866,3.906398996,1.086135794,"5- 3-sun-high","sun-high","Mar","ambient","drought"
"ch03","5","sun","high","a",22.92375014,0.405543118,264.0087852,3.88425739,1.087241694,"5- 3-sun-high","sun-high","Mar","ambient","drought"
"ch03","5","sun","high","a",22.89046592,0.402865136,263.6371267,3.862151186,1.087342468,"5- 3-sun-high","sun-high","Mar","ambient","drought"
"ch03","5","shade","low","a",9.0593761,0.104694122,248.1261997,1.222838902,1.204033895,"5- 3-shade-low","shade-low","Mar","ambient","drought"
"ch03","5","shade","low","a",9.191877285,0.104662028,245.7072389,1.224816775,1.206341259,"5- 3-shade-low","shade-low","Mar","ambient","drought"
"ch03","6","sun","high","g",20.15045549,0.27471879,246.3567857,2.323560765,0.922162377,"6- 3-sun-high","sun-high","Apr","ambient","drought"
"ch03","6","sun","high","g",20.06880959,0.273241471,246.3300709,2.315639782,0.92355907,"6- 3-sun-high","sun-high","Apr","ambient","drought"
"ch03","5","shade","low","a",9.2822175,0.105358971,245.0259254,1.237193804,1.210794765,"5- 3-shade-low","shade-low","Mar","ambient","drought"
"ch03","5","shade","low","a",9.265612594,0.105667423,245.6590912,1.241957186,1.212037886,"5- 3-shade-low","shade-low","Mar","ambient","drought"
"ch03","5","shade","low","a",9.312752037,0.105719984,244.9524568,1.244883349,1.214315762,"5- 3-shade-low","shade-low","Mar","ambient","drought"
"ch03","5","shade","low","a",9.365155517,0.106008805,244.4299559,1.249024742,1.215184611,"5- 3-shade-low","shade-low","Mar","ambient","drought"
"ch03","5","shade","low","a",9.314746288,0.106231664,245.5473312,1.252860821,1.216440623,"5- 3-shade-low","shade-low","Mar","ambient","drought"
"ch03","5","shade","low","a",9.398335457,0.106444465,244.4566772,1.256493363,1.217621162,"5- 3-shade-low","shade-low","Mar","ambient","drought"
"ch03","5","shade","low","a",9.338055876,0.106921265,246.0554247,1.262410034,1.218097245,"5- 3-shade-low","shade-low","Mar","ambient","drought"
"ch03","5","shade","low","a",9.424284146,0.106660393,244.3103524,1.265870372,1.224287028,"5- 3-shade-low","shade-low","Mar","ambient","drought"
"ch03","5","shade","low","a",9.404293759,0.106969777,245.0616538,1.263625199,1.218762043,"5- 3-shade-low","shade-low","Mar","ambient","drought"
"ch03","4","sun","high","m",18.2283148,0.252358988,252.8747303,2.200580634,0.937712885,"4- 3-sun-high","sun-high","Feb","ambient","control"
"ch03","4","sun","high","m",18.21499729,0.252544868,253.0760453,2.198221587,0.936074773,"4- 3-sun-high","sun-high","Feb","ambient","control"
"ch03","4","sun","high","m",18.22204138,0.253308381,253.3879696,2.200278656,0.93436717,"4- 3-sun-high","sun-high","Feb","ambient","control"
"ch03","4","sun","high","m",18.18933024,0.252792742,253.4182461,2.199703034,0.935849963,"4- 3-sun-high","sun-high","Feb","ambient","control"
"ch03","4","sun","high","m",18.16970479,0.252903768,253.6288594,2.200486281,0.935806047,"4- 3-sun-high","sun-high","Feb","ambient","control"
"ch03","4","sun","high","m",18.2088233,0.252949333,253.377382,2.20025441,0.93554831,"4- 3-sun-high","sun-high","Feb","ambient","control"
"ch03","4","sun","high","m",18.15147703,0.252871494,253.785497,2.200707976,0.936017886,"4- 3-sun-high","sun-high","Feb","ambient","control"
"ch03","4","sun","high","m",18.178373,0.252611997,253.4299608,2.200766819,0.936917196,"4- 3-sun-high","sun-high","Feb","ambient","control"
"ch03","4","sun","high","m",18.1474704,0.253196321,253.9267072,2.202315372,0.935612058,"4- 3-sun-high","sun-high","Feb","ambient","control"
"ch03","4","sun","high","m",18.16004686,0.252814151,253.7045206,2.201004021,0.936349051,"4- 3-sun-high","sun-high","Feb","ambient","control"
"ch03","4","sun","high","m",18.20080722,0.252386757,253.2285898,2.200940833,0.937776266,"4- 3-sun-high","sun-high","Feb","ambient","control"
"ch03","4","shade","low","m",11.24736428,0.139719577,257.8765804,1.218438501,0.903634075,"4- 3-shade-low","shade-low","Feb","ambient","control"
"ch03","4","shade","low","m",11.18485141,0.1397481,258.6455855,1.221006939,0.905370044,"4- 3-shade-low","shade-low","Feb","ambient","control"
"ch03","4","shade","low","m",11.200669,0.139806771,258.4542732,1.222775508,0.90633333,"4- 3-shade-low","shade-low","Feb","ambient","control"
"ch03","4","shade","low","m",11.2687367,0.140165771,257.9328853,1.227845673,0.907862574,"4- 3-shade-low","shade-low","Feb","ambient","control"
"ch03","4","shade","low","m",11.27143844,0.140511622,258.2629535,1.231295802,0.908280926,"4- 3-shade-low","shade-low","Feb","ambient","control"
"ch03","4","shade","low","m",11.27866829,0.140642629,258.2650688,1.232662042,0.908469539,"4- 3-shade-low","shade-low","Feb","ambient","control"
"ch03","4","shade","low","m",11.24772043,0.14094874,258.8938119,1.235826223,0.908933264,"4- 3-shade-low","shade-low","Feb","ambient","control"
"ch03","4","shade","low","m",11.23563473,0.141155799,259.2067746,1.238525703,0.909652937,"4- 3-shade-low","shade-low","Feb","ambient","control"
"ch03","3","sun","high","s",18.21140102,0.172561576,196.9020426,2.473584761,1.504974035,"3- 3-sun-high","sun-high","Jan","ambient","control"
"ch03","1","sun","high","ff",12.74585999,0.093958354,144.0544021,1.326336901,1.447358648,"1- 3-sun-high","sun-high","Oct","ambient","control"
"ch03","1","sun","high","ff",12.76354146,0.094007611,144.0024835,1.313854022,1.433103759,"1- 3-sun-high","sun-high","Oct","ambient","control"
"ch03","2","shade","low","bb",9.790838842,0.224125092,298.5001906,2.338963032,1.102118768,"2- 3-shade-low","shade-low","Dec","ambient","control"
"ch03","2","shade","low","bb",9.75629717,0.222861386,298.3165715,2.331654446,1.104362287,"2- 3-shade-low","shade-low","Dec","ambient","control"
"ch03","2","sun","high","bb",17.98495465,0.20107316,202.7074723,3.157449578,1.646880537,"2- 3-sun-high","sun-high","Dec","ambient","control"
"ch03","2","sun","high","bb",18.31864631,0.20166762,199.9112853,3.121110308,1.623724327,"2- 3-sun-high","sun-high","Dec","ambient","control"
"ch03","2","sun","high","bb",18.4295873,0.203746654,200.4136884,3.084764783,1.58988082,"2- 3-sun-high","sun-high","Dec","ambient","control"
"ch03","2","sun","high","bb",18.50813963,0.207835285,202.5276183,3.084561704,1.560791903,"2- 3-sun-high","sun-high","Dec","ambient","control"
"ch03","4","sun","high","m",18.32365906,0.251102973,250.9353771,2.2665476,0.96979461,"4- 3-sun-high","sun-high","Feb","ambient","control"
"ch03","6","sun","high","g",19.68853617,0.251607465,239.5606527,2.171972113,0.934300294,"6- 3-sun-high","sun-high","Apr","ambient","drought"
"ch03","6","sun","high","g",19.68355817,0.250300289,238.9835718,2.163501003,0.935124669,"6- 3-sun-high","sun-high","Apr","ambient","drought"
"ch03","6","sun","high","g",20.05920386,0.271762296,245.7564921,2.307157004,0.924741472,"6- 3-sun-high","sun-high","Apr","ambient","drought"
"ch03","6","sun","high","g",20.01328283,0.268530407,244.7471084,2.294960708,0.929953198,"6- 3-sun-high","sun-high","Apr","ambient","drought"
"ch03","6","sun","high","g",19.98155529,0.266849787,244.2469713,2.276324889,0.927738557,"6- 3-sun-high","sun-high","Apr","ambient","drought"
"ch03","6","sun","high","g",19.99254241,0.265595935,243.6409235,2.266735068,0.927833231,"6- 3-sun-high","sun-high","Apr","ambient","drought"
"ch03","6","shade","low","g",9.948544963,0.087477584,204.9098683,0.672961894,0.788025806,"6- 3-shade-low","shade-low","Apr","ambient","drought"
"ch03","6","shade","low","g",10.00410393,0.087979985,204.8321879,0.678718913,0.79032684,"6- 3-shade-low","shade-low","Apr","ambient","drought"
"ch03","6","shade","low","g",10.01936483,0.088251779,205.195947,0.68241586,0.792238355,"6- 3-shade-low","shade-low","Apr","ambient","drought"
"ch03","6","shade","low","g",10.02527165,0.088844453,206.2264371,0.687508812,0.792960703,"6- 3-shade-low","shade-low","Apr","ambient","drought"
"ch03","6","shade","low","g",10.01277728,0.08920676,207.1283126,0.690937207,0.793752081,"6- 3-shade-low","shade-low","Apr","ambient","drought"
"ch03","5","shade","low","a",9.450725433,0.107283989,244.6895527,1.264400242,1.216105977,"5- 3-shade-low","shade-low","Mar","ambient","drought"
"ch03","5","shade","low","a",9.453761633,0.107865878,245.3451854,1.270321385,1.215465134,"5- 3-shade-low","shade-low","Mar","ambient","drought"
"ch03","6","sun","high","g",19.3447672,0.237260447,235.0923625,2.073038049,0.941346523,"6- 3-sun-high","sun-high","Apr","ambient","drought"
"ch03","6","sun","high","g",19.30073888,0.236171829,234.8466371,2.065894075,0.942104193,"6- 3-sun-high","sun-high","Apr","ambient","drought"
"ch03","6","sun","high","g",19.6412849,0.248911675,238.5974733,2.152987682,0.935362183,"6- 3-sun-high","sun-high","Apr","ambient","drought"
"ch03","6","sun","high","g",19.62294499,0.247575783,238.0802067,2.144317484,0.936230137,"6- 3-sun-high","sun-high","Apr","ambient","drought"
"ch03","6","sun","high","g",19.53830424,0.24609962,237.9992331,2.135358451,0.937459856,"6- 3-sun-high","sun-high","Apr","ambient","drought"
"ch03","6","sun","high","g",19.56573478,0.244815048,237.1850519,2.126543993,0.938101363,"6- 3-sun-high","sun-high","Apr","ambient","drought"
"ch03","6","sun","high","g",19.50255639,0.243874404,237.1681618,2.120316254,0.938685554,"6- 3-sun-high","sun-high","Apr","ambient","drought"
"ch03","6","sun","high","g",19.52249985,0.242611642,236.4569015,2.112333676,0.939635513,"6- 3-sun-high","sun-high","Apr","ambient","drought"
"ch03","6","sun","high","g",19.4967854,0.241288998,235.9921512,2.103733584,0.940542728,"6- 3-sun-high","sun-high","Apr","ambient","drought"
"ch03","6","sun","high","g",19.44474273,0.240706554,236.0708762,2.097647331,0.939917456,"6- 3-sun-high","sun-high","Apr","ambient","drought"
"ch03","6","sun","high","g",19.44194934,0.239536833,235.4763242,2.089838608,0.940643631,"6- 3-sun-high","sun-high","Apr","ambient","drought"
"ch03","6","sun","high","g",19.41450237,0.238786561,235.3174896,2.084676767,0.941026434,"6- 3-sun-high","sun-high","Apr","ambient","drought"
"ch03","6","sun","high","g",19.39595797,0.237567681,234.8208104,2.07709674,0.942046066,"6- 3-sun-high","sun-high","Apr","ambient","drought"
"ch03","6","sun","high","g",20.17950807,0.276500383,246.9391861,2.331913361,0.920044717,"6- 3-sun-high","sun-high","Apr","ambient","drought"
"ch03","5","sun","high","a",23.09446228,0.392093442,259.5879212,4.028629097,1.161597883,"5- 3-sun-high","sun-high","Mar","ambient","drought"
"ch03","6","sun","high","g",19.31974132,0.235414767,234.2812155,2.061880948,0.943068284,"6- 3-sun-high","sun-high","Apr","ambient","drought"
"ch03","5","sun","high","a",23.25168005,0.425080291,266.1575808,4.050540129,1.088208295,"5- 3-sun-high","sun-high","Mar","ambient","drought"
"ch03","5","sun","high","a",23.22602132,0.422471278,265.7765072,4.038655863,1.090821332,"5- 3-sun-high","sun-high","Mar","ambient","drought"
"ch03","5","sun","high","a",23.25851021,0.422364523,265.6242703,4.028158696,1.08822647,"5- 3-sun-high","sun-high","Mar","ambient","drought"
"ch03","5","sun","high","a",23.18045665,0.419668787,265.4309863,4.018262924,1.091570903,"5- 3-sun-high","sun-high","Mar","ambient","drought"
"ch03","5","sun","high","a",23.14045378,0.416697311,265.08686,3.994680343,1.091916382,"5- 3-sun-high","sun-high","Mar","ambient","drought"
"ch03","5","sun","high","a",23.10181958,0.407782754,263.3580259,3.965561118,1.104569171,"5- 3-sun-high","sun-high","Mar","ambient","drought"
"ch03","5","sun","high","a",23.08961524,0.413486797,264.843341,3.943867643,1.08536973,"5- 3-sun-high","sun-high","Mar","ambient","drought"
"ch03","6","sun","high","g",20.44800744,0.281944957,247.0123988,2.362775472,0.915811967,"6- 3-sun-high","sun-high","Apr","ambient","drought"
"ch03","6","sun","high","g",20.23951214,0.279799288,247.7850058,2.351573878,0.917832667,"6- 3-sun-high","sun-high","Apr","ambient","drought"
"ch03","6","sun","high","g",20.20679359,0.278089888,247.363297,2.342296006,0.919327312,"6- 3-sun-high","sun-high","Apr","ambient","drought"
"ch03","5","sun","high","a",22.99670204,0.390507619,259.7370612,4.06009601,1.174700602,"5- 3-sun-high","sun-high","Mar","ambient","drought"
"ch03","5","sun","high","a",23.36006454,0.427070116,265.916993,4.079798848,1.091653531,"5- 3-sun-high","sun-high","Mar","ambient","drought"
"ch03","5","sun","high","a",23.13263332,0.398796465,261.041039,4.010395082,1.139430245,"5- 3-sun-high","sun-high","Mar","ambient","drought"
"ch03","5","sun","high","a",23.19369255,0.401519394,261.3322867,4.016889191,1.1344845,"5- 3-sun-high","sun-high","Mar","ambient","drought"
"ch03","5","sun","high","a",23.23247838,0.402778401,261.3731985,4.032900346,1.135822285,"5- 3-sun-high","sun-high","Mar","ambient","drought"
"ch03","5","sun","high","a",23.22256818,0.405332491,262.0326581,4.049408238,1.134125619,"5- 3-sun-high","sun-high","Mar","ambient","drought"
"ch03","5","sun","high","a",23.26329872,0.410349893,262.9533314,4.055149521,1.123601814,"5- 3-sun-high","sun-high","Mar","ambient","drought"
"ch03","4","sun","high","m",18.24970349,0.251393285,252.0463212,2.212285637,0.945898992,"4- 3-sun-high","sun-high","Feb","ambient","control"
"ch03","4","sun","high","m",18.22283982,0.25217945,252.6572042,2.211323174,0.942812386,"4- 3-sun-high","sun-high","Feb","ambient","control"
"ch03","4","sun","high","m",18.18650038,0.252486889,253.134794,2.209905853,0.941183751,"4- 3-sun-high","sun-high","Feb","ambient","control"
"ch03","5","sun","high","a",23.26961592,0.44473895,269.9629457,4.022885137,1.039951106,"5- 3-sun-high","sun-high","Mar","ambient","drought"
"ch03","5","sun","high","a",23.17919021,0.424150388,266.1494091,4.12112153,1.109452757,"5- 3-sun-high","sun-high","Mar","ambient","drought"
"ch03","5","sun","high","a",22.91177075,0.388692377,259.7966294,4.109532358,1.193668384,"5- 3-sun-high","sun-high","Mar","ambient","drought"
"ch03","5","sun","high","a",23.32741494,0.428619,266.447401,4.085789229,1.089843139,"5- 3-sun-high","sun-high","Mar","ambient","drought"
"ch03","4","sun","high","m",18.31069415,0.250886696,250.9236883,2.256651638,0.966373022,"4- 3-sun-high","sun-high","Feb","ambient","control"
"ch03","5","sun","high","a",23.29370697,0.426332229,266.1063341,4.072216774,1.091239515,"5- 3-sun-high","sun-high","Mar","ambient","drought"
"ch03","5","sun","high","a",23.26527094,0.425636291,266.1401756,4.059754653,1.089448878,"5- 3-sun-high","sun-high","Mar","ambient","drought"
"ch03","6","shade","low","g",10.44560104,0.096967699,212.9879386,0.74065159,0.784635482,"6- 3-shade-low","shade-low","Apr","ambient","drought"
"ch03","3","sun","high","s",17.60566136,0.168739022,199.8484828,2.510751796,1.559751509,"3- 3-sun-high","sun-high","Jan","ambient","control"
"ch03","1","sun","high","ff",12.7548938,0.094709383,145.455623,1.359254199,1.47164695,"1- 3-sun-high","sun-high","Oct","ambient","control"
"ch03","5","sun","high","a",23.27332557,0.412945644,263.4248011,4.05913406,1.118513887,"5- 3-sun-high","sun-high","Mar","ambient","drought"
"ch03","5","sun","high","a",23.28671555,0.417308594,264.2906585,4.07097226,1.111524895,"5- 3-sun-high","sun-high","Mar","ambient","drought"
"ch03","5","sun","high","a",23.29993318,0.419133623,264.5749597,4.080109304,1.10975188,"5- 3-sun-high","sun-high","Mar","ambient","drought"
"ch03","5","sun","high","a",23.31664169,0.422510711,265.1989434,4.087531762,1.104005381,"5- 3-sun-high","sun-high","Mar","ambient","drought"
"ch03","5","sun","high","a",23.31868498,0.423590309,265.435401,4.082890614,1.100317839,"5- 3-sun-high","sun-high","Mar","ambient","drought"
"ch03","5","sun","high","a",23.29968311,0.426941117,266.2556823,4.087984271,1.094152988,"5- 3-sun-high","sun-high","Mar","ambient","drought"
"ch03","4","sun","high","m",18.15819599,0.24848776,251.1859486,2.266781109,0.979229043,"4- 3-sun-high","sun-high","Feb","ambient","control"
"ch03","6","sun","high","g",19.79982325,0.255574956,240.5910045,2.200550113,0.933085528,"6- 3-sun-high","sun-high","Apr","ambient","drought"
"ch03","6","sun","high","g",19.74021043,0.254373198,240.5140509,2.190355991,0.932787336,"6- 3-sun-high","sun-high","Apr","ambient","drought"
"ch03","6","sun","high","g",19.73572128,0.252990317,239.8911788,2.181608838,0.933725273,"6- 3-sun-high","sun-high","Apr","ambient","drought"
"ch03","6","shade","low","g",10.11609544,0.091037531,208.6018788,0.705562155,0.794688157,"6- 3-shade-low","shade-low","Apr","ambient","drought"
"ch03","6","shade","low","g",10.11411945,0.091484726,209.4472243,0.708875175,0.7946307,"6- 3-shade-low","shade-low","Apr","ambient","drought"
"ch03","6","shade","low","g",10.19948202,0.091816527,208.4133092,0.711283129,0.794526497,"6- 3-shade-low","shade-low","Apr","ambient","drought"
"ch03","2","shade","low","bb",9.822730866,0.225005448,298.4503991,2.228309736,1.046814382,"2- 3-shade-low","shade-low","Dec","ambient","control"
"ch03","2","shade","low","bb",9.779169949,0.226032487,299.3148633,2.261230512,1.057610394,"2- 3-shade-low","shade-low","Dec","ambient","control"
"ch03","2","shade","low","bb",9.76014371,0.225359296,299.1577007,2.306891402,1.081701418,"2- 3-shade-low","shade-low","Dec","ambient","control"
"ch03","4","sun","high","m",18.65929753,0.280566838,260.8365252,2.260771328,0.874408963,"4- 3-sun-high","sun-high","Feb","ambient","control"
"ch03","4","sun","high","m",18.29157938,0.25723888,254.048737,2.31900326,0.970373503,"4- 3-sun-high","sun-high","Feb","ambient","control"
"ch03","4","sun","high","m",18.28437165,0.246551877,249.142311,2.316891932,1.007852046,"4- 3-sun-high","sun-high","Feb","ambient","control"
"ch03","6","sun","high","g",19.78556183,0.257561099,241.6127636,2.210962609,0.930858451,"6- 3-sun-high","sun-high","Apr","ambient","drought"
"ch03","6","shade","low","g",10.37415923,0.09558919,211.9421321,0.734719996,0.789238523,"6- 3-shade-low","shade-low","Apr","ambient","drought"
"ch03","6","shade","low","g",10.40654682,0.095760681,211.6217093,0.735132414,0.788304004,"6- 3-shade-low","shade-low","Apr","ambient","drought"
"ch03","6","shade","low","g",10.3871049,0.096085602,212.5449307,0.736573933,0.787254451,"6- 3-shade-low","shade-low","Apr","ambient","drought"
"ch03","6","shade","low","g",10.43369699,0.096360676,212.1433686,0.737634099,0.786204948,"6- 3-shade-low","shade-low","Apr","ambient","drought"
"ch03","6","sun","high","g",19.90671598,0.262998189,243.1788545,2.248051214,0.928514603,"6- 3-sun-high","sun-high","Apr","ambient","drought"
"ch03","6","sun","high","g",19.91724286,0.261414203,242.366095,2.237841622,0.929427243,"6- 3-sun-high","sun-high","Apr","ambient","drought"
"ch03","6","shade","low","g",10.25250519,0.092179022,208.1064852,0.713677459,0.794159014,"6- 3-shade-low","shade-low","Apr","ambient","drought"
"ch03","6","sun","high","g",19.9476164,0.2642142,243.4068125,2.25796794,0.928666698,"6- 3-sun-high","sun-high","Apr","ambient","drought"
"ch03","6","shade","low","g",10.34124135,0.095034813,211.5705897,0.730586472,0.789231875,"6- 3-shade-low","shade-low","Apr","ambient","drought"
"ch03","6","shade","low","g",10.25307336,0.093125531,209.7652317,0.719845345,0.793110045,"6- 3-shade-low","shade-low","Apr","ambient","drought"
"ch03","6","sun","high","g",19.88708359,0.259978091,241.9859264,2.228829419,0.930364161,"6- 3-sun-high","sun-high","Apr","ambient","drought"
"ch03","6","sun","high","g",19.8604804,0.258556211,241.5292937,2.219214392,0.931024454,"6- 3-sun-high","sun-high","Apr","ambient","drought"
"ch03","6","shade","low","g",10.1133288,0.090446321,207.5539124,0.701148862,0.794737749,"6- 3-shade-low","shade-low","Apr","ambient","drought"
"ch03","6","shade","low","g",10.08796797,0.089699625,206.6564156,0.69529501,0.794488547,"6- 3-shade-low","shade-low","Apr","ambient","drought"
"ch03","6","shade","low","g",10.07493647,0.090128157,207.7003148,0.69863662,0.794614659,"6- 3-shade-low","shade-low","Apr","ambient","drought"
"ch03","6","shade","low","g",10.23599914,0.09270581,209.3768844,0.716578055,0.79298418,"6- 3-shade-low","shade-low","Apr","ambient","drought"
"ch03","6","shade","low","g",10.29808992,0.093588746,209.8119685,0.722928444,0.792684281,"6- 3-shade-low","shade-low","Apr","ambient","drought"
"ch03","6","shade","low","g",10.46510323,0.097270245,213.1385886,0.742615398,0.784343954,"6- 3-shade-low","shade-low","Apr","ambient","drought"
"ch03","6","shade","low","g",10.34128809,0.094608183,210.7923146,0.729039743,0.791023158,"6- 3-shade-low","shade-low","Apr","ambient","drought"
"ch03","6","shade","low","g",10.33348495,0.094098198,210.0533374,0.725773985,0.791626288,"6- 3-shade-low","shade-low","Apr","ambient","drought"
"ch04","4","shade","low","r",8.817026156,0.096160882,238.3221949,1.536154454,1.61894868,"4- 4-shade-low","shade-low","Feb","elevated","control"
"ch04","3","sun","high","s",13.5233667,0.12693342,206.5421611,1.99443202,1.617245279,"3- 4-sun-high","sun-high","Jan","elevated","control"
"ch04","3","sun","high","s",13.7806754,0.131264179,208.498354,2.025898906,1.590228467,"3- 4-sun-high","sun-high","Jan","elevated","control"
"ch04","3","shade","low","s",9.366938614,0.117696133,258.9261787,1.865444358,1.627352023,"3- 4-shade-low","shade-low","Jan","elevated","control"
"ch04","4","shade","low","r",9.331679026,0.100405914,235.5449156,1.503133381,1.520273979,"4- 4-shade-low","shade-low","Feb","elevated","control"
"ch04","3","sun","high","s",13.41889808,0.123868884,203.8362675,1.977442042,1.641637141,"3- 4-sun-high","sun-high","Jan","elevated","control"
"ch04","4","sun","high","r",16.35489404,0.206776549,237.431186,4.467632884,2.2801888,"4- 4-sun-high","sun-high","Feb","elevated","control"
"ch04","4","sun","high","r",16.26034536,0.205096456,237.2917728,4.430651842,2.278797706,"4- 4-sun-high","sun-high","Feb","elevated","control"
"ch04","4","sun","high","r",16.37084577,0.204278275,235.8661897,4.397426335,2.270357818,"4- 4-sun-high","sun-high","Feb","elevated","control"
"ch04","4","sun","high","r",16.31286954,0.20286217,235.5838478,4.36825191,2.270043912,"4- 4-sun-high","sun-high","Feb","elevated","control"
"ch04","4","sun","high","r",16.77020546,0.216672013,238.8366441,4.776015632,2.332432203,"4- 4-sun-high","sun-high","Feb","elevated","control"
"ch04","4","sun","high","r",16.75769783,0.216138863,238.6601202,4.761864452,2.330815974,"4- 4-sun-high","sun-high","Feb","elevated","control"
"ch04","3","shade","low","s",9.354565871,0.116959324,258.2821667,1.883148475,1.652937608,"3- 4-shade-low","shade-low","Jan","elevated","control"
"ch04","4","sun","high","r",16.65058088,0.214761632,238.9851591,4.72927599,2.328647069,"4- 4-sun-high","sun-high","Feb","elevated","control"
"ch04","4","sun","high","r",16.66445899,0.214053563,238.4833247,4.709902872,2.326330705,"4- 4-sun-high","sun-high","Feb","elevated","control"
"ch04","4","sun","high","r",16.48586866,0.21306717,239.5462836,4.679227545,2.321288864,"4- 4-sun-high","sun-high","Feb","elevated","control"
"ch04","4","sun","high","r",16.65021813,0.212465617,237.9174453,4.654781539,2.315156181,"4- 4-sun-high","sun-high","Feb","elevated","control"
"ch04","4","sun","high","r",16.62788251,0.210977334,237.4117083,4.621221068,2.313647845,"4- 4-sun-high","sun-high","Feb","elevated","control"
"ch04","4","sun","high","r",16.60892332,0.210512502,237.3780428,4.584938517,2.300482405,"4- 4-sun-high","sun-high","Feb","elevated","control"
"ch04","4","sun","high","r",16.4001595,0.209147004,238.472052,4.545604871,2.294838648,"4- 4-sun-high","sun-high","Feb","elevated","control"
"ch04","3","sun","high","s",13.19711131,0.124230928,207.4153011,2.029472659,1.680008726,"3- 4-sun-high","sun-high","Jan","elevated","control"
"ch04","1","sun","high","ff",11.77321275,0.088807057,150.704504,1.483171964,1.699703307,"1- 4-sun-high","sun-high","Oct","elevated","control"
"ch04","1","sun","high","ff",11.71072348,0.08924566,152.992487,1.473411282,1.680587406,"1- 4-sun-high","sun-high","Oct","elevated","control"
"ch04","5","sun","high","b",15.47683599,0.157721468,216.092163,2.228682185,1.4741907,"5- 4-sun-high","sun-high","Mar","elevated","drought"
"ch04","5","sun","high","b",15.43298711,0.157173275,216.0551941,2.220959146,1.473967309,"5- 4-sun-high","sun-high","Mar","elevated","drought"
"ch04","5","sun","high","b",15.43813567,0.156999502,215.852734,2.20848179,1.467321821,"5- 4-sun-high","sun-high","Mar","elevated","drought"
"ch04","5","sun","high","b",15.43419846,0.157107295,216.0736809,2.19959363,1.460545321,"5- 4-sun-high","sun-high","Mar","elevated","drought"
"ch04","5","sun","high","b",15.4480781,0.153416705,212.0920987,2.188843808,1.486353228,"5- 4-sun-high","sun-high","Mar","elevated","drought"
"ch04","5","sun","high","b",15.42735094,0.155455914,214.5965258,2.174195849,1.458297227,"5- 4-sun-high","sun-high","Mar","elevated","drought"
"ch04","4","shade","low","r",8.919252324,0.095917117,235.9087395,1.497840984,1.582932225,"4- 4-shade-low","shade-low","Feb","elevated","control"
"ch04","4","shade","low","r",9.044505567,0.096016162,233.6083649,1.508990013,1.593084375,"4- 4-shade-low","shade-low","Feb","elevated","control"
"ch04","4","shade","low","r",9.133019496,0.096091698,232.0969797,1.513882606,1.597024092,"4- 4-shade-low","shade-low","Feb","elevated","control"
"ch04","4","shade","low","r",9.091947706,0.096346147,233.1499028,1.52030721,1.599641049,"4- 4-shade-low","shade-low","Feb","elevated","control"
